Unnamed: 0,youtube_id,comment,like_num
10,CharmeelainDasico,I didn't know she can dance. WTF!,15개
11,박수련,젤라님에게 한계가 있을까? 나는 한 부분만 보는 거라 단정 할 수 없겠지만 매번 다양하게 도전하는 모습 이렇게 올려줄 때마다 나도 무슨일이든 도전 해 볼 수 있을 것 같은 마음이 들어서 젤라영상 보면서 내 자존감도 높아지는 것 같다ㅠ 진짜 오늘도 너무 절망적인 하루였는데 이 영상 보면서 옛 생각하면서 웃고 있는 날 발견했다아 ㅠ 젤라님 사랑하고 감사해요 :-),81개
12,dshui,스타일링 다 다른거봐.... 정성 대박,79개
13,77ml,"젤라님 계획한일 도전하면서 성과도 내는 멋진 사람인데 지들은 하지도 못하면서 인스타에서 짖어대면 열등감이 조금은 사라지나요?? 불쌍해요😭
보세요. 이렇게 또 하나 이뤄냈지않습니까",80개
14,dntlrchl,이게 찐이다..진짜 라떼는 이 노래들이였지ㅠㅜㅜㅠㅠㅜㅠㅠㅠㅠ,40개
15,예쁜가혹쉬,"어쩜 이효리 제대로 소화하네..
여전사느낌 대박 ㅠㅠ",51개
16,HaramLee,"언니 눈물 날거같아요... 텔미,Gee때 완전 원더걸스,소녀시대 멥버로 들어가도 되는 비주얼에ㅜㅜ 효리언니 노래에 찰떡 카리스마..🤦‍♀️ 사랑해요!! 진!보!라!💜",58개
17,김민영,진짜 이쁘시다💜,5개
18,월이,내 10대가 다 여깄다...........ㅜㅜㅜㅜㅜㅜㅜㅠㅜㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅜㅠㅠㅠㅠㅜ우아아아각ㄱ 돌아가고파요ㅠㅠㅠㅜㅜ,11개
19,이다희,"젤라 언니가 이걸 해주다니 미친다 미쳐ㅠㅠㅠㅠ
근데 이효리 컨셉 너무 찰떡아니냐고❤️❤️❤️",8개
20,냥냥뽄치,"표정이 굳어있어서? 더 살짝 어색한거같아요 ㅋㅋㅋㅋㅋㅋㅋㅋ 언니 담엔 표정에 자신감을 더해주세요!! 
멋있어용🤩",4개
21,변핑,"옷은 예전그대로인데,  와 젤라님 진짜 소화 너무 잘하세요 옛날옷 안같아요🙊🙊🙊🙊❤❤❤❤❤❤❤❤❤  +)백댄서님들요🙊🙊🙊❤❤❤",1개
22,라이콩,"당신..안 어울리는 옷, 안 어울리는 헤어스타일, 안 어울리는 춤이 도대체 뭐야....?",11개
23,하은,"언니 피땀눈물이 제 폰 넘어로 느껴져요ㅠㅜ 진짜 고생 많으셨어요😭 스타일은 2000년대지만,,, 언니의 독보적인 분위기는 뭘로도 안가려지는군요😻 어쨋거나 사랑한다구요,,!!!!!💜💜💜",30개
24,김윤,모르는노래가없네야 너무추억 ㅋㅋㅋㅋㅋ 의상헤어도 너무 추억이고 이뻐요❤,4개
25,박현정,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 넘나 이쁘고 넘나 잘추고 ㅠㅠㅠ 애기엄마 맞냐고요 ㅠㅠㅠㅠㅠ 로아동생으로 저좀 입양해주세요 로아 언니로 잘모실께요😭😭😭😭,4개
26,오리,🥰언니진짜 젤라언니 짱,5개
27,김은지,언니 항상 최고이다 라고 생각하지만 이번이 제 개인적인 역대급인거 같아요ㅜ 제가 좋아하는 장르를 이렇게 도전해주시고 컨텐츠로 만들어서 많이 보여주셔서 감사해요ㅜㅜㅜ 언니 아프지말고 오래오래 젤라또랑 즐겁게 보내요❤️❤️ 언니 사랑하고 항상 소중해요💜💜,45개
28,ChikoritaUchiha,"Jella fans: How many talents do you want to have?

Jella: y e s",41개
29,보라해태태,짱이었다가 아니라 지금도 짱이에요... 충분히 많이요 ㅠㅠㅠ 어떻게 저게 애엄마지?? 세상에서 제일 매력적으로사는 어무니.... 찬양해라 갓젤라..❤️,7개
30,변핑,"5:37  미쳐따,,,,,,",3개
31,민양,갓젤라.....♡ 다 의상 다른 거 봐... 최고다 진짜 ㅠㅠㅠㅠㅠㅠㅠㅠ,6개
32,JinKim730,오 세상에…… 언니 정말로 진짜로… 너무너무 완전 짱 멋져요….ㅠㅠㅠㅠ 미쳤엉…. 내 청춘은 센터픽은 젤라엿어!!!!!!!! >3<!!!!!!! 육분 이십사초동안 젤라언니랑 타임머신타고 갔다옴….….. 대박대박…..,21개
33,뿌링,진짜 가수같은느낌.. 끼많은 젤라뉨 ㅅ.ㅅ,6개
34,킬러혜,우런니...진짜 멋있어 최고야 어쩜 좋아 진짜 너무 멋있어 젤라 최고야 어쩌지...아니 너무 좋아요 사랑해요 앞으로도 많은 것을 도전하고 선보여주세요 젤라님 끝은 어디야..? 진짜 당신 자체가 너무 최고야 사랑해요♡,3개
35,유리,와 .. 언니 진짜 멋져요ㅠㅠㅠ 대박 대박 보는 내내 소름돋아서 .. 진짜 최고에요ㅠㅠ 사랑해요 젤라❤️,2개
36,SunnyJeong,춤도 춤이지만 곡에 맞게 스타일링도 변하는거ㅠㅠ 영상미도 좋고 너무 고생하셨을것 같아요ㅠㅠ💖💖,4개
37,MannyS,She lacks expression with her eyes,7개
38,김여원,언니 배우 빅민영닮았어요....어떻게해 너모이뻐😻,4개
39,해뤼,저오기...온니? 6분이 원래 이렇게 짧았아요🌷? 사랑합니다,5개
40,둥둥,"와,,, 이 춤들을 다 소화하시다니,,, 역시 젤라님ㅠㅠㅠ 헤어, 코디, 악세사리 노래마다 각각 맞춘 거 너무 멋져요ㅠㅠㅠ 젤라님이 하시면 대충 하셔도 간지 그 자체라구요ㅠㅠ",7개
41,아나사,"와이거다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
언니영상틀어놓고 저도같이 빵댕이흔들었어욬ㅋㅋㅋ",12개
42,최승민,추억이다... 전 02년생이라 저 유딩때 유행햇던 노래들이 많네요 ㅋㅋㅋㅋㅋㅠㅠㅎ 젤라님 너무 예쁘세요 !! ㅠㅠㅠ,9개
43,이스라Israa,"OMG when I heard the songs in the start, I was so touching.. that generation of Kpop is the best!!",27개
44,169cm,"취미 : 젤라님 영상 보기
특기 : 젤라님 추천템, 제작템 사기 (일단 사면 성공)",5개
45,FaiqahAdilla,"Omg, all the memories start flashing back.",5개
46,박지윤,옷도 분위기도 메이크업도 다 너무 디테일하고 찰떡이신데 춤도 일반인보다 잘 춰서 멋있어요 진짜 6분 동안 빠져들어요,8개
47,SUNJOY,얼굴선이 진짜 아름답다...♡,4개
48,이체리,갠적으로 젤라님 커트머리 진짜 레전드 넘사벽 후덜덜 ㄷㄷ,4개
49,자승자강,후반부로 갈수록 젤라님 열쩡....!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ라떼에 취할려고 왔다가 감탄하고 가요,4개
50,i포뇨,세상에 아는춤이 이렇게나 신나다니 ㅋㅋㄱㅋㄱㅋ사실 요즘엔 댄스노래를 안 들어서.. 학창시절 안무까지 다 외웠던 노래 나오니까 너무 신나요 ㅠㅠ,6개
51,낑자라,"젤라님 진짜 최곱니다 😭 진짜 ""와"" 밖에 안 나와요... 진짜 최고....👍",4개
52,디어아라DearARA,노래마다 의상하며 메이크업하며 ... 대단하세유💜💜💜너무 이뻐요 ㅜㅜㅜ 👍🏻👍🏻👍🏻,6개
53,민정,"헐 완전 추억돋아여ㅠㅜ 이 시대로 돌아가고싶다..
와중에 언니 어떤 컨셉이든 다 잘어울리는것 봐...아가엄마맞나여ㅠ 완전 반했어여🧡",2개
54,도도,미쳤다...의상이랑 메이크업이랑 너무 그 시절이라 추억 돋아요ㅠㅠㅠㅠ,3개
55,kawaiinails,I couldve cried at the 2NE1 part LOL miss them so much,33개
56,최유나,정말 태어났더니 엄마가 이런 분이면 너무 행복할 것같아요ㅜㅠㅠ 언니 짱ㅜㅠㅠ,16개
57,,춤도 의상도 배경도 메이크업도 다 역대급이다,3개
58,원재현,애는 내가 낳았지..ㅜㅡㅜㅜㅜㅡㅡ몸매뭐야ㅜㅜㅡㅜㅜㅡㅜㅜㅜㅡ사랑해요언니ㅜㅜㅜㅡㅜ,3개
59,민서minseo,하 진짜 이 언닌 ㄹㅇ 개멋있어 하.. ㅜㅜㅜㅠ 언니 여자칭구는 나할래유 ㅠㅠㅠ🥺💖,3개
60,YoonAJang,초등학생 때 부터 고등학생 시절까지 다ㅠㅠㅠ 진짜 그시절 최고의 언니들이였죠... 물론 지금도 그렇지만ㅋㅋㅋ 오늘은 젤라님이 제일 최고인거 같아요ㅠ😭😭😘😍😍😍😍❣️,3개
61,박소정,다른 유튜버들은 거의 자신 위주로만 이쁘게 찍거나 자신만 찍는데 젤라님은 그런거 없이 돌아가면서 하는 모습에 정말 반해버려..🤩,1개
62,진,3:40 호피 찰떡 .. 언니 사랑해 ..,3개
63,J,"흐엉 추억 여행 하고 갑니다 ,, 그리고 넘 스트레스 받지 않으셨으면 좋겠어요 항상 응원합니다 ! 좋은 밤 되세용",3개
64,정현,4:23 이때 순간 테일러스위프트인줄!!!!,3개
65,돌삼,"헤어,메이크업,춤 등등 6시간 넘게 얼마나 고생하셨을까요ㅠㅠㅠㅠ언니 너무 멋져용❤️",5개
66,SalfiRL,Is that legal to be that beautiful? Like my God🔥,2개
67,손지호,하..... 왜 모르는게 하나도 없지....ㅎ 현타 온다ㅠㅠㅠㅠㅠㅠㅠ 언니 목하는게 뭔가요... 다 잘해 진짜ㅜㅜㅜ,3개
68,쩡Jeneis,진짜 가수보다 더 가수같은 만능이네요~👍그리고....점점 말라가농~영상위해서 다욧더하셨나봐여?난 디륵디륵이가 되어가는데..다여트 자극되네요ㅎㅎ쵝오에엽~!!,9개
69,AniqhaHakim,NOSTALGIAAA AT ITS FINEST,2개
70,조예은,"걸그룹 해도  될것 같아요☺
진짜  너무  춤  잘춰요!",5개
71,Pocarita,"i dont know you can dance wow, i'm your subscriber from indonesia. the songs are exactly my favorite that time hihihi",1개
72,KY,미쳐...진짜 애기옴마 맞냐구요ㅠㅠㅠㅠ이쁜데 착하고 매력있는데 몸매도 좋고 춤도 잘추고 진짜 언니 못하는게 뭐에요ㅠㅠㅠㅠㅠ사랑해여 젤라언니ㅠㅠㅠㅠ❤💛,3개
73,포도,2:52 포미닛 찰떡,4개
74,이아름달,와 이 언니 진짜 개멋있다...,3개
75,김유리,젤라님 대박! 완전 걸그룹 수준이예용! 😊😄👍♥️,4개
76,혜선HyeSunday,진짜....존멋.....최고에요....오늘부터 존경하기로 결심했어요✨,4개
77,혀녕이,언니 너무 멋지다아.... 사랑행~♥♥♥💓💓💓💓💗💗💗💖❤❤❤,4개
78,starlightoo,That so touching hearing all these songs I miss that days soooooo much 😭😭😭 ♡♡♡♡♡,0개
79,XIANC,So god really took his time on her.. I see,22개
80,이린,허미 짱멋지다,2개
81,최정원,꺄!! 모에요😮 젤라님 짱👍👍노래에 빠지고 젤라님께도 빠지고 1석2조🥰🥰젤라님 이 영상에서 했던 메이크업 올려주세요!!,17개
82,,"진짜 개멋있다,,",3개
83,이정민,댄스 너무 좋앙 ❤️❤️,1개
84,귀연,"그냥 의상,메이크업,컨셉 다 멋졌어 ㅜㅜ 언니 처음부분이랑 마지막 이효리인 줄 알았잖아요 ㅜㅜㅜ",2개
85,JaerimJung,WE STAN A MULTITALENTED QUEEN,11개
86,박보검봉구스,"와.. 이번 영상 레게노... 한 7번 돌려본듯
언니 젭발 이런 영상 또 올려주세요 ㅜㅠ",3개
87,,와 대박 하나하나 디테일 살려서 정성이 들어갔네요. 걸그룹했음 센터셨을듯 넘 예쁘셔,2개
88,SH,모르면 간첩 ~ 다 추억 돋는다 (Ｔ▽Ｔ),4개
89,로즈픽스rosefix,..... 진짜 젤라.... 최고다 😭😭😭😭😭😭💕💕💕💕💕💕 하..👍🏻👍🏻👍🏻,6개
90,judy,와 대박 완전 추억여행ㅠㅠ 젤라언니 당신 도대체 안어울리는 머리가 뭐야? 언니 혼혈이라면서요? 한국과 천국... 어쩐지 외모가 인간계 외모는 아닌 것 같더라니 천상계 외모였구나?,3개
91,이스라Israa,1:33 believe me.. she has a baby,1개
92,박이수,와 손담비커버 지대로다,2개
93,수경,와 아니언니 진짜 다른건 아 너무 귀엽다 이러고 봤는데 효리언니 노래 너무 찰떡. 숨멋. 소름돋았어여 개 머시써,1개
94,물링말랑,"춤을 잘추건 못추건 따지기 보다는 애기도 낳고 힘든 일까지 하시면서 춤연습에 ,새로운것들을 도전하는 젤라언니 모습이 너무 멋있게 느껴지네요👍👍👍👍그래서 더 이뻐보여요",1개
95,고딩순돌공부하라고해줘여,2000년대에 나이 한자릿수였지만 다 알아요 너무 멋지다ㅠㅠㅜㅠㅠㅠㅠㅠ 가서 직관하면서 야광봉 흔들어도 되는거죠,2개
96,JheniferAlves,You're so cute!❤️🌻,3개
97,이하경,울 언니 하고 싶은거 다해 ~~~~~ 체고당 체고 💖 혹시 다음 영상 찍으실때는 카메라 무빙 조금만 줄여주실 수 있나용 ... 울 언니 땐스 더 잘보고 싶은데 넘 어질 어질 ...🤮,1개
98,JjJjidiotButHandsome,1:10 god I love this song😍,0개
99,다이끄,그치... 스키니진 입었는데 지 안 해주면 섭섭하지... 근데 살이 더 빠진 것 같은 건 기분탓인가용..?,1개
100,철수,젤라님...오늘 수원에서 장어드시지 않았나요?... 넘 닮은분이 계셔서...,2개
101,박,이 언니가 엄마라는게 너무 신기함...자기관리 엄청 열심히 하시는게 딱 보임..개멋져 진찌,1개
102,김민경,01년생에게도 추억 .. 다 초등학생 때 좋아했던 노래들 ㅠㅠㅠㅠ 추억여행 너무 좋아요 ㅠㅠㅠ,2개
103,HI,모든 머리 스타일이 찰떡...,2개
104,고혜림,"헤어스타일과 의상부터 배경, 안무, 선곡과 편곡, 영상 등등 모든 부분이 부단한 노력 없이는 나올 수 없는 퀄리티네요.. 열정이 멋져요❣️",1개
105,구구콘,내 초등학교 시절을 화려하게 해준..노래...다 안다..,1개
106,MinkyeongBae,흰 티에 청바지 Gee 스타일 너무 잘 어울려요ㅠㅠㅠㅠㅠ 개인적으로 최애 스타일입니다ㅠㅠ,2개
107,백뽀쨕,와...언니 단발 해주세요....개이뻐 완전 어려보여여..단발에 펌 있는거 완전 잘 어울려요 꺄아아아아앙,2개
108,늇뗄라,아 나 어렸을때 티비 드릅게 열심히 봤나봐 어쩜 하나도 모르는게 없니 내 궁디가 가만히 있지를 못 하,1개
109,AthenaYi,I love ur skin complexion.....❤❤❤,1개
110,minjungkim,흰티 청바지에 메이크업에 역대급 젤이쁘심,2개
111,양윤정,젤라님! 찍느냐구 진짜 너무 고생하셨겠어요ㅠㅠㅜ 덕분에 추억도 회상하구 즐거운시간이였습니당!! 모든옷 다 소화갑..👍👍,3개
112,혜미니따,"와...이 노래들 전부 음방 본방으로 본 내 인생 레전드... 
노래마다 다 다른 사람같은 젤라님은 더 레전드...",1개
113,애옹애옹이,언니 진짜 걸그룹 했었으면 인기 개 쩔었겠다ㄹㅇ ㅠㅠㅠㅠㅜㅜ,2개
114,민선,"저 진짜 어렸을때 노래들이 많이 나오는데 너무 흥겹고 옛날 생각나요...♥ 그때 초딩이었지만ㅋㅋㅋㄱ
근데 언니 넘 섹쉬해여💕",1개
115,jnoh,"와,,,, 언니 ㅜㅜ 이효리 노래 제일 잘 어울리구 멋져요😭",2개
116,배고파,05년생인데 다 아는 노래예욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3개
117,이진주,와 진짜 대충 앞에만 봐야지 했는데 어느순간 끝나버림🙄머쓱코쓱,1개
118,모나모나레모,으어어어어엉 언니 칼각 멋지다ㅠㅠ,3개
119,서지혜,"진짜 추억소환 만만세ㅠㅠ
넘 멋저용💜",2개
120,NAEUNSTTYA나은스쨔,젤라님.. 숏컷 진짜 너무이뻐요...ㅠㅠㅠㅠ,3개
121,김다래,"노래에맞춰 춤,의상,화장, 전부 다 신경써서 준비하시구ㅠㅠ힘드셨겠어요 젤라님...
퀄리티 대박대박ㅎㅎ사랑해요❤❤❤",1개
122,이경은,어머 이게 무슨 일이고~~~~ 언니 너무 멋있어요 👍🏻👍🏻❤️❤️ 빵댕이 너무 잘 흔드시는 거 아녜용 ...??!!,3개
123,혜정,미모는 진짜 걸그룹 센터다 누가 애기엄마로 볼까 진짜 몸매 미쳤다,1개
124,Niroe니로스,완전 추억여행 지대로 다녀왔다ㅋㅋㅋㅋㅋ,2개
125,노리노리,진짜 유튜버 통틀어서 제일멋있는 유튜버다 ...,1개
126,Bona,로아 일단 최소 마흔까지는 엄마 넘어서기 힘들거같암;; 매일이 전성기네요,1개
127,이채림,와.... 이효리랑 원더걸스 쏘핫 스타일 완전 언니한테 찰떡..... 추억 ㅠㅠㅠㅠ,1개
128,유시온,"정말,,,  한때 뒤집어졌던 노래들 모아서 젤라님이 춰주시니 추억도새록새록 넘 감사해요😚😚",1개
129,오리공주,왜 조회수가 이것밖에 없는것인가 ㅠㅠㅠㅠㅠㅠ다들 보세영,1개
130,빠빠케,언니 ㅠㅠㅠ 그냥 모든 컨셉 다 소화하시네요 ㅠㅠㅠㅠㅠ 저는 이 노래들로 학창시절 보내서 그런지 이때 노래들 감성이 좋아요 ㅠㅠ 덕분에 추억회상하면서 영상 잘보다 갑니다❤️🧡,2개
131,강덕희,와 젤라님진짜최고!! 너무멋있어요!!!노력에 큰박수를👏👏👏,3개
132,김미니,"시간순삭..!
와 딱 곡마다 그시대 그곡의 느낌 옷,머리,화장 진짜 다 잘 살리셨네요! 완전 다 찰떡이예용😢",1개
133,박소현,와 진짜로 언니 숏컷이랑 마지막 이효리 노래 춤출때 나무 소름돋게 이뻤어요😍,1개
134,sunju,진짜 추억이 새록새록..🙊,2개
135,함혜경,진짜너무좋아요 ㅠ 제가 학생때 들었던노래들 추엌이 와...아른거리네요ㅠ 젤라님 제가 젤라님덕에 출근중인데ㅠ  출근길에 심심하지않게 옛날생각 더듬으면서 가네요 감사합니다♡,1개
136,해써니,역시 젤라님 대박👍,2개
137,karenr,Aww when the kpop was awesome.. :(,3개
138,차수정,대체 언니는 못하는게 뭐죠🤔,2개
139,홍난,아니 누가 이분을 애기엄마로 봐요 세상에 너무멋있어👁∇👁꺄♡,2개
140,IngridSouza,OMG girls.... You're perfect. Thank you for this iconic vídeo 💚🇧🇷,6개
141,박하,"젤라님 예전보다 훨씬 마르신거같아요 팔이 한줌,,,",13개
142,loopy루피,역대급이네요👍 추억이 새록새록ㅠㅠ 진짜 많이 듣고 따라 췄던 노래들이에요. 이런 영상 만들어주셔서 감사해요😭,2개
143,혜진,언니 살빠진거같은데 다이어트 비법좀 공유해주세요...,2개
144,아현Yesiam,진짜 짱이었어요!!! 최고최고♥,3개
145,뚠뚠블리,"대박 춤뿐만 아니라 카메라구도? 같은것도 비슷해서 깜짝놀랐어요!! 
4:57 특히비슷..",1개
146,DADA다다,아니 진짜 언니 대체 뭐야 정체가ㅠㅠㅠ,1개
147,준희,언니 뭔가 댄스가수의 꿈을 가수는 아니지만 댄스로  이제야 어느정도는 이루시는것 같아서 진짜 대단한시고 멋져요!!,1개
148,호이쯔Hoizze,봐도 봐도.. 애기엄마는 분명 아닐거야.... 와... 쩔어요ㅠ 쩔어ㅠㅜㅜ흑흑,2개
149,이야,"진짜 춤마다 룩도, 메이크업도 다 다르게 하시구 고생하셨어요 진짜 영상에 대한 열정이 그 누구보다 남다르신 분ㅜㅜ",0개
150,EJJWIm,첫곡이 이효리면 끝난거지...!!하고 끝까지 봤는데 끝곡도 이효리면 할말없는거지 완벽이다 진짜 너무 멋지다 같은 엄마로써 여자로써 젤라또로써!!,1개
151,윤둥이,진짜 진짜 레전드야 진짜 이건 진짜,1개
152,핑크,춤추실때 살짝 다른 댄서분들보다 0.5배정도 빠르신거같아요 ㅠㅠ,2개
153,김엘리,멋져.... 컨셉 소화력도 멋지지만 젤라님만의 아우라와 포스가 그냥 완전 미친거아닌가요ㅜㅜㅜㅜ 제 눈에서 하트 나오는 거 보이시나요 지금😍😍,1개
154,댠아야아아아아,횰언니꺼랑 원더걸스 두개 있는거 왤케 좋냐고 진짜ㅜㅜ여자솔로레전드 걸그룹레전드,0개
155,박지혜,치리치리뱅뱅 짇짜 지린다 .............. 최고.....,1개
156,김티쳐의백조생활,아씨 진짜 너무좋아...대체 다욧트 어케 하신거에여....아니 애기엄마 맞냐구ㅠ 아이돌 아닙니까!!!,1개
157,으이,진짜 노래 다 추억이고 젤라님 넘 멋지다ㅠㅠㅠ 이효리노래랑 넘 잘어울려요ㅠㅠ,1개
158,BNS,와 이효리가 짱 ...이효리 할때 소름돋았어요... 언니처럼 살아보고싶어진다,1개
159,SulheeOh,우와...입에서 침 나오는 줄도 모르고 언니의 댄스 실력에 또 다시 놀라면서 봤어여!! 언니는 도대체 못 하시는 게 머죠??ㅜㅜ 모든 노래와 찰떡처럼 맞는 메이크업들!! 언니는 정말 금손👍👍👍,1개
0,DeNoxDblong,Is it just me or Jella's voice is indeed echoing?,4개
1,융썬,젤라님 영상 잘봤습니다ㅎ 저 두피관리사로 근무했던 사람인데요. 탈모가 이미 진행되신 분들은 샴푸로는 머리카락 절대 나지는 않아요ㅜ 탈모 샴푸 광고가 머리 카락 난다고 광고하는데 두피를 청결하게 하는건 두피 관리의 기본이에요. 그래서 일반 마트에서 파는 샴푸보다 두피 샴푸는 모공에 노폐물 제거에 좋고 살균이라던지 두피 열도 탈모의 원인인데 쿨링 효과 혈액순환에 도움이 되는게 전부에요 물론 탈모가 생기는 원인이 없어지니 좋은거지만 탈모가 오래 되신 분들은 발모 토닉과 겸해서 쓰시면 더 효과적이에요! 그리고 산후 탈모는 호르몬 변화로 출산후 100일이 되면 많이 빠지지만 다시 나는 분들도 있고 그렇지 않은 분들도 있어요. 유분이 심한 분들은 모낭 속으로 노폐물이 생기면 그게 탈모의 원인이 되실 수 있으니 두피 전용 샴푸 추천합니다. 젤라님 추천 샴푸 저도 써봐야겠어요!,40개
2,개박살,진짜 저 탈모가 너무 심해져서 마지막으로  지푸라기라도 잡는 심정으로 언니 믿고 한번 사볼게요,34개
3,Minsco민스코,샀다👍🏻❤️,32개
4,나타샤,바로산다  내  고속도로  제발  골목길  되기를,77개
5,pinkavocados,뭔진 모르겠지만 일단 사고 봤다..,52개
6,낼롬,젤라님 머릿결이 좋아졌다고하셨는데 혹시 샴푸에 유분기?가 좀 있나요? 제가 젤라님처럼 진짜 머리카락도 두껍고 남들 두배 양이다가 중3부터 재수하는 지금까지 머리가 급격하게 빠지더니 지금은 남들의 반 정도로 줄었어요 너무너무 스트레스고 컴플렉스예요.. 아직 스무살인데 남들 안하는 머리카락 걱정을 하고 있다는게 너무 속상하고..ㅠㅠ 게다가 제가 엄청 지성피부 지성두피라 기름이 빨리 지는데 혹시나 해서 여쭤봐요,15개
7,채희,샴푸 진짜 넘나 조아요ㅠㅠㅠㅠㅠ,3개
8,,일단 지르고 영상보기...,7개
9,크라이라이,아 품졸이야 ㅜㅜㅜㅜㅠㅠㅠㅜㅜㅜ,2개
10,고예림,"언니, 어렸을때부터 원래 머리카락이 얇았는데 그것도 개선 될까요???ㅜ",36개
11,듬아,우선 샀다 ㅋㅋㅋㅋㅋㅋ,10개
12,강호정,이거그냥 젤라님추천으로 돈주고사서쓰고있는데 .......진짜....저말다맞는말...너무좋아요 말이필요없어요 ..그냥써보면알아요...,7개
13,파슬리,아 저번에 젤라님 영상보고 구매해서 쓰고 있는데 만족스러워서 요번 구성도 지르러갑니당💆🏻‍♀️💆🏻‍♀️💆🏻‍♀️❤️❤️❤️,10개
14,제육볶음볶음두부,탈모때문에 스트레스 엄청 받는데... 마지막 희망을 걸어봅니다 ...ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,3개
15,dudu,제발 제 머리에도 효과가 있기를 바라며 !!!! 바로 구매 했습니다,7개
16,김달,믿고사는 젤라공구!!!ㅠㅠㅠㅠㅠ 가성비 넘 좋다 ㅠㅠ,5개
17,lovely0,믿고겟햇습니당!!!!!!!!,4개
18,HyunheePark,샴푸 유목민중이었어요. 좋은샴푸 소개해주셔서 감사해요. 쟁여둔 샴푸 많지만 샀네요.,5개
19,에헤라디야에헤라디야,언니 영상보고 이 샴푸썻는데 지루성두피염 그나마 괜찮아졌어요 ~~,2개
20,엘리너,선주문 후영상,5개
21,,머리 숱 많은 사람은 더 생기나요?? 사고싶은데 이미 충분ㅠ,5개
22,니나뇨,무급휴직이 연장되고 있어서 빈곤하지만 너무너무 좋아보여서 홀린듯 구매했어요😁,7개
23,MinSeol,일단삿어요...뭐지 왜 좋아보이지 샴푸엄청많은데...,13개
24,정서진,두피가 너무 건조해서 각질이 떨어지는데 언니 믿고 구매해봐요!!,5개
25,김주형,3개 질럿어요 !! 두피가 너무 안좋고 얇아서 너무 걱정이었는데 인생샴푸가 되길빌어요 기대돼용,9개
26,윤서희,아 영업당했다,3개
27,YA,저 진짜 너무 스트레스 인데 이거 좋나요? 다른제품들 써봤었는데 머리카락이 더 나기는 커녕 더 빠진느낌이였어요ㅠㅠ 이거 진짜 효과있나요??,2개
28,옹뇽뇽,"유튜브에서 본건 다 광고라 한번도 산 적 없었는데
제목만 보고 바로 구매했어요 !!",5개
29,웰콤,ㅜㅜ사버렸다...,5개
30,송유진,언니 마켓 에서 후회한적없어서 일단사고 영상시청합니다!!!!!!!!,5개
31,정규연,저는 이거 이벤트로 받아서 써봤는데 완전 반해서 재구매 하려고 했더니... 젤라님 마켓이라뇨ㅠㅠ💕 진짜 너무 행복해요 언니 고마워요 사랑해요,7개
32,김안녕,주문햇오용...곧출산할임산부라 바로주문햇오용,6개
33,JinsuKim,젤라님 영상보구 이거 마켓 하시기만을 기다렸어용 🙏🙏 구성도 완전 혜자혜자하네용!! 주문했는데 빨리 써보고 시퍼요!!,7개
34,물먹는하마,완전 지성이 심한사람도 사용해도될까요??????ㅜㅜㅜㅜㅜㅜ,6개
