comment,token
01:37 은정님 모자 너무 잘어울려요🧡🧡창 넓은 거 많이 쓰는데 왜그러시나요자주 쓰고 나와주셔요 🤎이상 저는 경상도 구독자였읍니다 하핫 ,"['은정', '모자', '창', '거', '왜', '자주', '이상', '저', '경상도', '독자', '읍', '핫']"
서울에서저 모자쓴사람많이못못봣는데 하하하핳 이쁘시네용 그래듀,"['서울', '모자', '사람', '못못봣', '용', '그래듀']"
쨔미쓰언니 저런모자 하루에 몇번 봅니다유❣ 안심해유,"['쨔미쓰언', '모자', '하루', '몇번', '유', '안심', '유']"
아 첨부터 끝까지 개웃겨 진짴케,"['첨부', '터', '끝', '개', '진짴케']"
서울사람 캡모자 씁니다 귀여웡,"['서울', '사람', '캡', '모자', '귀여웡']"
진짜 쨔미스가 노래부를때가 제일 좋앜,"['진짜', '쨔미스', '노래', '때', '제일', '좋앜']"
서울사람들도 캡모자 많이 써요 ,"['사람', '캡', '모자']"
저 모자 많이 써요(서울러),"['저', '모자']"
역시 화장 뿐만아니라 다 재밌고 신선해여♥,"['역시', '화장', '뿐']"
너무 귀여우어어어어어어 쨔미스 영원하세욬,"['쨔', '미스', '욬']"
믿고보는 쨔미쓰케미 안봤는데 벌써부터 재밋어 🤭,"['쨔미쓰', '케미', '벌써', '재밋어']"
꺆 쨔미쓰 오랜만이에요❤️ 역시 믿고보는 쨔미쓰 효진 언니 늦었지만 생일축하해요,"['꺆', '쨔미쓰', '만이', '역시', '쨔미쓰', '효진', '언니', '생일', '축하', '해']"
18:38 그래도 저번보단 실력이 늘은거 같아요 ◡̈,"['저번', '실력', '늘', '거']"
아 전화소리 ,"['전화', '소리']"
15:30 저렇게 소울가득한 러브하우스노래 첨들어봤어요,"['소울', '러브', '하우스', '노래']"
쨔미쓰 진짜 보고싶었어요언제 올라오나 기다렸는데 이렇게 잘보겠습니당,"['쨔미쓰', '진짜', '언제', '습']"
언니 생일 축하해요 진짜 쨔미스 뽀레버❤,"['언니', '생일', '축하', '진짜', '쨔', '미스', '뽀', '레버']"
서울사람: 모자예쁩니다아 저도 저런 버킷햇만 쓰는데,"['서울', '사람', '모자', '저', '저런', '버킷', '햇']"
쨔미쓰케미 너무 좋아요❤❤❤제가 이맛에 살아요,"['쨔미쓰', '케미', '제', '맛']"
짜미스 최고다 감동의 미역국 ˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ 서울 사람인데 저는 캡 안쓰구 저런 모자만 써용 ,"['미스', '최고다', '감동', '미역국', '서울', '사람', '저', '캡', '저런', '모자']"
쨔미스 쨔미스 화이팅♥,"['쨔', '미스', '쨔', '미스', '화이팅']"
슬기님 삐약삐약 넘 기엽,"['슬기', '삐', '삐약', '기엽']"
악 편집자님 죄송하지만 부산인으로써 점포아니고 전포,"['악', '편집자', '부산', '점포', '포']"
저 집에 은정님이 쓴 모자 있어요  서울에서 쓰면 인싸 늦었지만 효진쓰 생일 햅벌뜨데이 ❤️,"['저', '집', '은정', '모자', '서울', '인', '효진', '생일', '햅벌']"
앜이번 부이로그도 꿀잼❤️❤️,"['앜', '이번', '부', '로그', '꿀잼']"
전 오늘도 캡모자 쓰고 나갓오욤,"['전', '오늘', '캡', '모자', '나', '욤']"
쨔미쓰 조합 진짜 최고된다  얼마나 웃었는지  저도 친구들이랑 저렇게 살아보고 싶고 쨔미쓰 분들 우정 오래가세용  그리고 효진언니 생일 축하드려요,"['쨔미쓰', '조합', '진짜', '최고', '얼마나', '저', '친구', '살', '보고', '쨔미쓰', '우정', '효진', '생일', '축하']"
생일날에 친구들이랑 방 잡고 저렇게 놀면 엄청 재미있을 것 같아요🥰 쨔미쓰 너무 좋아 ❣ 효진언니 늦었지만 생일 축하드려요,"['생일', '날', '친구', '방', '잡고', '것', '쨔미쓰', '효진', '생일', '축하']"
11:29 간장은 원래 차갑지 않나요,"['간장', '원래']"
0:23 새가날아든다벨소리모에옄,"['새', '벨소리', '모에', '옄']"
 넓은 챙모자 저도 어제 맨얼굴로 쓰고 나갔다왔어요  쨔미쓰 졸귀 ,"['챙', '모자', '저', '어제', '얼굴', '쨔미쓰', '졸귀']"
서울사람입니다 캡모자써요,"['사람', '캡', '모자']"
아니 작년생일영상 정주행하고있었는데 벌써 효진쓰 생일이돌아왔어 세월 넘빨라🤦♀️🤦♀️🤦♀️근데 개좋아,"['작년', '생일', '영상', '정', '주행', '벌써', '효진', '생일', '세월', '개']"
저도 어제 친구들이랑 한달 같이 살아보고싶다 이랬더니 싸워싸워 이랬는데 친구들은 다 똑같군요  같이 딱 한달만 살아보고 싶어요 쨔미스는 진짜 재밌게 살것같아요 ,"['저', '어제', '친구', '달', '살', '보고', '친구', '달', '살', '보고', '쨔미스', '진짜']"
모자 너무 예쁜데요  ,['모자']
찍먹갸웃긴다요,['찍']
와 존보 성공,"['존보', '성공']"
역시 찐친궄 하 너무 재미쩌여 조있그브 기다리구있옸다구용,"['역시', '찐친궄', '재미쩌', '브', '옸', '용']"
근뎈세 분 잠옷 맞춰입으니까 복제인간 세 명이 분업하고 노는 느낌이랄깤,"['근뎈세', '분', '잠옷', '복제인간', '세', '명', '분업', '노', '느낌', '랄깤']"
효진슨생님 생일 축하해요코로나로 일하기도 쉽지않고 참 일상이 일상같지 않은 나날들인데 우리 쨔미쓰 슨생님덜 에너지 받고 갑니다 있는 그대로의 모습들 너무 좋아연,"['효진', '슨생', '생일', '축하', '코로나', '일', '일상', '일상', '나날', '우리', '쨔미쓰', '슨생님덜', '에너지', '그대로', '모습', '아연']"
효진언니 말고 나머지 두분 너무 닮으셨어요,"['효진', '나머지', '분']"
혹시 짜미스 파자마 정보도 알수 있을까요,"['혹시', '미스', '파자마', '정보']"
셋이 올망졸망 누워잇는거 왤케 귀엽냐구여어,"['셋', '올망졸망', '왤케', '여']"
항상 영상 잘 보고있어용 댓글 처음 남겨봐요 >_<,"['항상', '영상', '댓글', '처음']"
앚진짴노래부를때 현웃,"['앚진짴', '노래', '때', '웃']"
15:30 너무 조하 진b,['진']
화음 지린다,"['화음', '린다']"
효진님 인스타에 올리신 사진에서 하고있는 집게핀 정보 궁금해요 횰릭에 업뎃되나요,"['효진', '인스타', '사진', '집게', '핀', '정보', '횰릭', '업뎃되나']"
꺄아아악 1분전에 올라왔다니❣️❣️❣️❣️❣️❣️ 볼 거 없어서 기웃대다가 효진쓰 브이로그가 뜬 것이야🥰,"['꺄', '아악', '볼', '거', '기웃', '다가', '효진', '브이', '로그', '것']"
꺄아아악 1분전에 올라왔다니❣️❣️❣️❣️❣️❣️ 볼 거 없어서 기웃대다가 효진쓰 브이로그가 뜬 것이야🥰,"['꺄', '아악', '볼', '거', '기웃', '다가', '효진', '브이', '로그', '것']"
드디어 쨔미쓰,['쨔미쓰']
진짜 짜미쓰 컨텐츠가 최고다 ,"['진짜', '짜미', '컨텐츠', '최고다']"
헐루 생일브이로그 기다리고 있었는데 ,"['헐루', '생일', '브이', '로그']"
손깨끗이 아시겠져요란,"['손', '요란']"
효진님 에어비앤비 파티장소 저도 가본곳인뎈저기 넘 좋죠 ,"['효진', '에어비앤비', '파티', '장소', '저', '곳', '뎈', '저기']"
서면으로 이사오고 난 후 쨔미쓰 볼때마다 익숙한 곳이 보여서 괜히 기웃기웃^^,"['서면', '이사오', '난', '후', '쨔미쓰', '볼때', '곳', '보']"
진짜 짜미쓰님들 너무 재미써여,"['진짜', '짜미', '님', '재미']"
아 역시 짜미쓰 힐링된다며팩붙이고 봤다가 계속 웃는거 참다가 결국 뗐다며,"['역시', '짜미', '힐링', '팩', '붙이', '계속']"
쨔미쓰 분들 보면서 저도 돈 많이 벌어서 친구들이랑 저렇게 놀고싶네용,"['쨔미쓰', '저', '돈', '친구']"
편집자님 바뀌신건가요 중간중간 오타가 많이 보이네유 오늘도 재밌게 잘 봤습니다 효진님,"['편집자', '건가', '중간', '중간', '오타', '보이', '유', '오늘', '효진']"
서울에 사는 대학생입니다 벼농사 하러 갈 때 제 필수템이죠,"['서울', '대학생', '벼농사', '때', '제', '필수', '템']"
사투리 뿜뿜 귀엽당,"['사투리', '뿜뿜']"
와 저 조합 음식 진짜 맛있겠다 진짜 내일 꼭 먹을거에요,"['저', '조합', '음식', '진짜', '진짜', '내일', '꼭']"
아 침대영상유돈햅투크라잌,"['침대', '영상', '유돈', '햅투크라잌']"
효진님  은정님 장볼때 작은 하얀 크로스백 정보 궁금해욥 넘 예뿜 ,"['효진', '은정', '장볼때', '크로스', '정보', '욥', '예뿜']"
효진님 같이 방탈출할 3두 중 하나가 되겠습니다,"['효진', '방', '탈출', '두', '중', '하나']"
언니 사랑해요 쨔미쓰 사룽해요 모두 건강하세요 ♥️,"['언니', '사랑', '쨔미쓰', '사룽해', '모두']"
쨔미스분들과 브이로그라니❤️ 효진님 브이로그는 여러번봐도 꿀잼인것✨✨,"['쨔', '미스', '브이', '로그', '효진', '브이', '로그', '번', '꿀']"
저 모자 쓰신분 봤어요 아직 한번밖에 못봤지만 효리네민박 아이유모자껄껄,"['저', '모자', '신분', '한번', '효리', '민박', '아이유', '모자', '껄껄']"
저 모자많이 보긴했는데 막상 저는 없어욬캡모자러버,"['저', '모자', '막상', '저', '욬캡', '모자', '러버']"
언니 처음에 점포동이 아니라 전포동인데 편집자 분이 실수하셨나봐여 ,"['언니', '처음', '점포', '동이', '전포동', '편집자', '분', '실수']"
서울 사는 구독자: 모자너무예뻐요 구우우웃,"['서울', '독자', '모자', '구', '웃']"
편집 너무 웃김,['편집']
저 지금 서울 지하철 타고있는데앞에 2분 캡모자 쓰고 계셔용근데 벙거지모자() 도 예뻐요><,"['저', '지금', '서울', '지하철', '앞', '캡', '모자', '벙거지', '모자', '도']"
벨소리 무엇,"['벨소리', '무엇']"
짜미쓰 언니들 넘 좋아요 저 요즘 너무 힘든데 언니 영상보고 힘 많이 얻어요 감사해요,"['짜미', '언니', '저', '요즘', '언니', '영상', '보고', '힘']"
쨔미쓰 넘 좋아  영상 잘볼게요♥️,"['쨔미쓰', '영상']"
탈룰라 프리존 너무웃겨욬 편집자님 센스,"['탈', '룰라', '프리', '존', '욬', '편집자', '센스']"
전포동 인데 ,['전포동']
악  진짜 너모너모 기다렸어요,"['악', '진짜', '모']"
점포동 무엇 ,"['점', '포동', '무엇']"
난 쨔미쓰 볼 때마다 느끼지만 몬가 외적으로 어울리는 이름이 슬기가 은정같고 은정이 슬기같은 너낌,"['난', '쨔미쓰', '볼', '때', '몬', '외적', '이름', '슬기', '은정', '은정', '슬기', '낌']"
아 너무 힐링 ,['힐링']
훌렁 훌렁 옷 벗고 맛있는거 먹고 수다떠는거 너무 제친구들같아서 우겨요 꿀잼,"['훌렁', '훌렁', '옷', '수다', '친구', '꿀잼']"
진짜 쨔미쓰 같은 칭구들 갖고싶다 나도 저기 끼고 싶당 ,"['진짜', '쨔미쓰', '칭구들', '저기', '끼']"
맛있겠다 금지라케놓고  바로 맛있다라고 ,"['금지', '케', '바로']"
캡모자도 계속 많이 쓰지만 버킷햇 몇년전부터 많이 써요  잘어울려요🤗,"['캡', '모자', '계속', '버킷', '햇', '년전']"
버킷햇을 쓰긴하는데음 은정님 모자는귀엽네유,"['버킷', '햇', '은정', '모자', '유']"
일등이라니 오늘도 넘 재밋게 볼께요,"['일등', '오늘', '재밋']"
와 진짜 쨔미쓰 이 조합 넘 재미써요 노래부르는 장면에서 빵터져부럿삼다,"['진짜', '쨔미쓰', '이', '조합', '재미', '노래', '장면', '부럿']"
쨔미쓰 조합 너무 좋아욯언니 생일 축하해요❤,"['쨔미쓰', '조합', '욯', '생일', '축하']"
싯둘시작,"['싯둘', '시작']"
나도 쨔미쓰 일원에 속하고싶당언니들 저랑도 같이 노라주세여,"['쨔미쓰', '일원', '속', '언니', '저', '도']"
아니 저만 은정님 보면 nct 재현님 생각나요뭔가 묘하게 닮으심 넘 이뻐용언닝❣️,"['은정', '재현', '뭔가', '묘', '심', '닝']"
쨔미스♥,"['쨔', '미스']"
쨔미쓰들-♡효진언니(님) 다들 오늘 텐션 뭐에요849회 쨔미쓰들 만남 축하하고 재밌게 보내셨길 바래용한 구독자로써 오늘도 잘 보고 가욤♡♡,"['쨔미쓰들', '효진', '오늘', '텐션', '뭐', '쨔미쓰들', '만남', '축하', '바', '용한', '독자', '로써', '오늘', '보고', '가욤']"
쨔미스 꿀잼 마이럽럽 증말,"['쨔', '미스', '꿀잼', '마이', '럽럽', '증말']"
언니 시험기간인데 공부할려했는데 언니 영상올라와서 바로 달려왔조 🥰,"['언니', '시험', '기간', '공부', '언니', '영상', '바로', '조']"
은정님 모자 어디서 구매 하신거에용  ,"['은정', '모자', '구매', '용']"
삼두 중 첫째는 나할게여 두명 선착,"['삼', '중', '첫째', '나', '게', '명', '선착']"
언니들 오늘도이뻐여❤️❤️,"['언니', '오늘']"
언니 저 방탈출에 쳐돌았습니다혹시 삼두중에 한자리 남는다면 절불러주시죠🤗,"['언니', '저', '방', '탈출', '혹시', '중', '한자리', '절']"
제친구란 3:3해서 같이 방탈출 뿌숩시다,"['친구', '란', '방', '탈출', '뿌숩시']"
거북목이 거묵복으로 되어있네요  쨔미쓰 최고,"['거북목', '거묵복', '쨔미쓰', '최고']"
쨔미쓰는사랑입니다❤️❤️,"['쨔', '사랑']"
온닝 생일축하해용 영상 항상 잘보고있습니당,"['온닝', '생일', '축하', '영상', '항상', '습']"
오케이쨔미쓰 가즈아아아,"['오케이', '쨔미쓰', '아아']"
언니  서면에 크라임씬 개재밌어요 꼭 해보쉬길•••,"['언니', '서면', '크라임씬', '개', '꼭']"
쨔미스 넘 기다렸슴미다🥰,"['쨔', '미스', '슴']"
그디어 쨔미스님 브이로그라니 오조오백년 기다려쎼여 언뉭,"['디어', '쨔', '미스', '브이', '로그', '오조오', '백년', '쎼', '언뉭']"
생일 미역국 미역은 칼이나 가위로 자르면 안된다는 미신이 있다는 것 알고 계셨나요 이유는 저도 몰라요,"['생일', '미역국', '미역', '칼', '가위', '미신', '것', '알', '이유', '저']"
쨔미쓰라니이이이이이이이,"['쨔', '미쓰라', '이이이이이이이']"
언니 이 날 바른 립  모에여,"['언니', '이', '날', '립', '모에']"
효진님 카메라 바꾸셨나요 오늘따라 세분모두 더 예쁘신듯❤️,"['효진', '카메라', '오늘', '세분', '모두', '더', '듯']"
은정님은 속고 계십니다 그 모자말인데요 속고 계신다구요,"['은정', '속', '그', '모자', '속']"
짜미쓰 영원하라♡♡♡,['짜미']
 모자는아쉬운데 사람이살렸습니다,"['모자', '사람']"
음밑에 수술처럼생긴거는 요즘잘못봤그래두 은정님이라 예쁨쓰🧏♀️,"['음밑', '수술', '요즘', '잘못', '은정']"
일진에게찍혔을때에 나오는 류설닮았어여,"['일진', '때', '류설']"
쨔미스 언니들 국자가 바로 옆에있어요,"['쨔', '미스', '언니', '국자', '바로', '옆']"
다시보니까 썸넬에 대문짝만한 삼다수가 눈에 보이네요 ,"['시보', '썸넬', '삼다수', '눈']"
  찐우정 보기좋아요^^♥,"['우정', '보기']"
다들 엄청 착하시다,[]
은정님 저 모자 정보 알 수 있나용 넘 예뽀요,"['은정', '저', '모자', '정보', '알', '수', '예뽀']"
쨔미쓰 컨텐츠 너무 재밌다구요 자주해주라 주라주라,"['쨔미쓰', '컨텐츠', '자주', '주', '주']"
슬기님 살빠지신 것 같은데 연애하시나 더 예뻐지셨어요,"['슬기', '것', '연애', '더']"
❤️,[]
한국에서 에어비앤비 내국인 안된다고 알고있는데 이제 되는건가요,"['한국', '에어비앤비', '국', '이제', '가요']"
예,['예']
미역국장인으로써 자연스럽게 엄마미소가 ,"['미역국', '장인', '자연', '엄마', '미소']"
이것만 보구 과제해야지 히히,"['것', '보구', '과제']"
작년에 효진언니 생일선물 받은 영상 본게 엊그제같은데 ,"['작년', '효진', '생일', '선물', '영상', '엊그제']"
벌써 일년이 지낫군  작년생파영상이 엊그제가튼데,"['벌써', '년', '낫', '작년', '생파', '영상', '엊그제']"
,[]
어머 언닝 잠옷 어디꺼에용,"['어머', '언닝', '잠옷', '어디', '용']"
제가 그 삼두중 하나하겠습니다불러만주세요♥️,"['제', '그', '중', '하나']"
맞아욤 요즘 버킷햇 많이 써요 ,"['맞아욤', '요즘', '버킷', '햇']"
Irst,[]
믿고보는 쨔미쓰편,['쨔미쓰편']
삼두에 저도 껴주세요 방을 깨드리갰어여(흥분),"['두', '저', '방', '깨', '흥분']"
캡모자가 짱인거 아닌가요,"['캡', '모자', '짱']"
와휴 일등 언니 저 오늘 브이로그 올렸는데❤️,"['일등', '언니', '저', '오늘', '브이', '로그']"
즐거운 시간 보내셨나요 저도 집좀 탈출하고 시퍼요 월요일에 약속은 잡혀있긴한데 ,"['시간', '저', '집좀', '탈출', '시퍼', '월요일', '약속']"
쨔미쓰 우정 영원하라,"['쨔미쓰', '우정']"
택시 안에서 마스크 써주셨으면 좋겠어용 ,"['택시', '안', '마스크']"
I dont understand anything but thats okayyyy,[]
진짜 쨔미스 케미는 믿고본다,"['진짜', '쨔', '미스', '케미']"
세 분 우정 응원하게돼 진짜 변치말고 평생우정해용♥️,"['세', '분', '우정', '응원', '진짜', '변치', '평생', '우정']"
우와 올라오자마자 바로 클릭 효진님짱 재밌게 봐용 항상,"['바로', '클릭', '효진', '짱', '항상']"
오 마이갓,"['오', '마이', '갓']"
안뇽하세요 효진님 오늘 처음 댓글 남겨요 사실 엄청나게 속상한 일이 있어서 땅바닥에서 꺼이꺼이하고 울었는데 언니 영상 보니까 기분이 한결 나아졌어요 저에게 효진님은 활력소 비타민 늘 감사해요 쨔미쓰 영상 특히나 너무 조아요 늘 건강하시구 행복하세요 항상 댓글을 남기진 못해두 빠짐없이 다 보며 응원합니다🤍,"['안뇽', '효진', '오늘', '처음', '댓글', '사실', '땅바닥', '언니', '영상', '보', '기분', '한결', '저', '효진', '활력소', '비타민', '늘', '쨔미쓰', '영상', '나', '늘', '항상', '댓글', '응원']"
즈 죄송한데 은정언냐 샌들 어디껀지 알 수 있을까여 샌들에 관심이 많아져가지고 사람들 발밖에 안보이네여 은정언냐 댓 한번 주시면 사랑할게요,"['은', '정언', '샌들', '어디껀', '알', '수', '여', '샌들', '관심', '사람', '발', '안보', '여', '은', '정언', '댓', '한번', '주시', '사랑']"
insta : https://wwwinstagramcom/hyojinc_/      (조효진의 더 많고 빠른 소식듣기)조효진 쇼핑몰 : http://hyoliccom/business&문의 : chohyojin@1994companycom     ‼️전속회사 없습니다 여기로 문의주세요‼️조효진X범호 회원가입 시 뷰티코드를 입력하면커리쉴 제품을 평생 20% 할인 받을수 있다고 합니다❤️❤️+커리쉴이 5월 가정의 달을 맞이 하여자사몰 단독 프로모션도 진행한다고 합니다영상 속 제품이 궁금하시다면 아래 링크를 클릭[커리쉴 헤어앰플팩 바로가기]http://mcurlyshyllcom/goods/goods_viewphpgoodsNo=1000000053[커리쉴x조효진 이벤트 페이지 바로가기]http://mcurlyshyllcom/board/viewphpperiod=current&bdId=event02&sno=8커리쉴 실키오일 세럼1분에1개씩 베스트세럼 실키한머릿결27000원http://curlyshyllcom/goods/goods_viewphpgoodsNo=1000000008-----------------------------------------------커리쉴 공식몰에서 20% 무조건 할인받는 코드 C110103466월 30일까지만 오픈된대요,"['조효진', '더', '소식', '듣기', '조효진', '쇼핑몰', '문의', '전속', '회사', '여기', '문의', '조효진', '범호', '회원', '가입', '시', '뷰티', '코드', '입력', '커리', '제품', '평생', '할인', '커리', '가정', '달', '맞이', '자사', '단독', '프로모션', '진행', '영상', '속', '제품', '아래', '링크', '클릭', '커리', '헤어', '앰플', '팩', '바로가기', '커리', '조효진', '이벤트', '페이지', '바로가기', '커리', '실키', '오일', '럼', '개', '베스트', '럼', '실키한머릿결', '커리', '공식', '무조건', '할인', '코드', '오픈', '대요']"
복실이가옷입는걸 싫어하나봐요,"['복실', '옷']"
무심코 지나가다 이 댓글을 보셨으면 모든사람들이 행복이 전해지기를 바랍니다 오늘 하루도 수고하셨습니다,"['무심코', '이', '댓글', '사람', '행복', '오늘', '하루', '수고']"
복실이는 어째서 복실이인거죠그레이하운드 복실잌,"['복실', '어째서', '복실', '그레이하운드', '복실잌']"
이런 우리 언니의 현실적인 브이로그 너무좋아,"['우리', '언니', '현실', '브이', '로그']"
0:10 나도 깜짝놀랐어 언니,"['깜짝', '언니']"
이쯤되면 믿고보눈 조있그브방학내내 1일 1조있그브보면서 지내고있다리,"['이쯤', '보눈', '브', '방학', '내내']"
6:01 아  효과 너무웃곀,"['효과', '너무웃곀']"
Ssg에서 쇼핑하실때 카메라가 너무 흔들려서 다음촬영땐 들흔들렸으면 좋겠숩니당 ,"['쇼핑', '때', '카메라', '다음', '촬영', '땐', '숩']"
언니 제발 조있그브 많이 올려줘요삶의 낙이에요,"['언니', '제발', '브', '삶', '낙']"
언니  저거 롯데 초코파이 딸기맛 진짜 맛 없고  오리온 초코파이 딸기맛이 우주 존맛탱인데  오리온 드셨다가 롯데 드시는 거 보고 가슴이 철컹했어요     오리온 초코파이 딸기맛 제발 꼭꼭 드셔주세요오 🥰🥰,"['언니', '거', '롯데', '초코파이', '딸기', '맛', '진짜', '맛', '오리온', '초코파이', '딸기', '맛', '우주', '존맛탱', '오리온', '롯데', '거', '보고', '가슴', '철컹했어', '오리온', '초코파이', '딸기', '맛', '제발', '꼭꼭', '오']"
알록달록 좋아하시는데 옷은 그림자룩인 그녀,"['알록달록', '옷', '그림자', '그녀']"
아아아 진짜 존잼이형제 조자매 언니 유머제 스타일,"['아아', '진짜', '존잼', '형제', '자매', '언니', '유머', '제', '스타일']"
20:07 언니 무슨 몇 개는 만들 수 있는 향료 양을 한 번에 때려 부으시네요 역시,"['언니', '무슨', '몇', '수', '향료', '양', '번', '역시']"
캔들 한번쯤 만들어 보고싶었는데 굉장히 골져스하고투자해야하는 작업이었군요잘 보고갑니당,"['캔들', '한번', '스', '투자', '작업', '보고']"
2:51 언니가 우리 복실이 하는데 시리 켜졌어욬,"['언니', '우리', '복실', '시리', '욬']"
6:06 김혜수다,['김혜수']
2:37 복실아 잠이 계속와 귀엽☺️서울사람들은 졸려 한데요 ,"['복', '실아', '잠', '계속', '사람']"
조있브그만 기다렸는데 올리셨으니 열심히 보고갑니다당,"['조있브그', '보고']"
4:00 나도 언니처럼 당당하게 말할수있는 사람이 되고싶어욬,"['언니', '말', '사람', '욬']"
요즘 효진씌 보는 낙으로 지내요 효진씌 알게 된지는 얼마 안됐지만 영상들 하나씩 보면서 알아가고 있답니다 코로나땜에 일도 없어지고 집에 있는 시간이 많아서 한동안 힘들었는데 나으 최애 채널♡ 효진씌도 늘 행복하고 건강하면 좋겠어요 효진효진화이팅♡,"['요즘', '효진', '씌', '낙', '효진', '씌', '알', '얼마', '영상', '하나', '코로나', '땜', '일도', '집', '시간', '최애', '채널', '효진씌', '늘', '효진', '효진', '화이팅']"
15:39 이부분 왜이리 귀엽죠 ❤,"['부분', '왜']"
우와 정실장님 금손이세요  정성을 들여서 음식도 만들고 집도 꾸미시고 캔들도 만들고 심지어 립밤까지 저렇게 고급질수가 0-0,"['정실', '장님', '금손', '이세', '정성', '음식', '집도', '캔들', '심지어', '립밤', '고급']"
효진님 븨로그만큼 잼난거 엄슴,"['효진', '븨로그', '잼', '거', '엄슴']"
조효진님도 좋고 편집자님 편집 스타일도 존잼쓰,"['조효진', '편집자', '편집', '스타일', '존잼']"
2:54 복실이 약간 옷이기린같아요 새끼 기린 아니예요,"['복실', '약간', '옷', '기린', '새끼', '기린']"
언니 강아지한테 튤립 안 좋아요 혹시 몰라서 댓 남겨봅니다,"['언니', '강아지', '튤립', '안', '혹시', '댓']"
12:12 아브라카다브라 포즈 같아요 ,"['아브라카다브라', '포즈']"
효진씌깡 2탄은 언제 볼수있죠,"['효진', '씌깡', '언제']"
아닠돈낭비 너무 웃겨욬,"['아닠', '돈', '낭비', '웃겨욬']"
러그랑 꽃병 그림 포스터들 어디껀가요전부 너무 예뻐요,"['러그', '꽃병', '그림', '포스터', '어디', '껀', '가요', '전부']"
와  집진짜이뻐요  모든곳이 포토존 아니냐며  효진님과 유경언니 신난거 복실이만큼 귀욥 ,"['집', '진짜', '곳', '포토', '존', '효진', '유경', '복실', '욥']"
앜정실장님네 간거 너무욱겨요효진님 청담동 갔을때 매신 가방 어디꺼예요 넘나 예뻐요,"['앜', '정실', '장님', '욱겨', '효진', '청담동', '때', '매신', '가방', '어디']"
‘11:22’ 에 입은 탑 정보 좀 알려주세요 느므 내 스타일이자나요 ,"['탑', '정보', '좀', '느므', '내', '스타일', '요']"
06:33 오 진짜 외국 마켓같아용영국은 안가봤지만 영국감성 같네용 :),"['오', '진짜', '외국', '마켓', '영국', '영국', '감성']"
언니 영상 너무 잘 봤어요  조있그브 최고브이로그 특성상 어쩔 수 없는거 같기도 한데 화면이 너무 흔들릴 땐 같이 멀미가 나기도 해요저만 그런진 모루겟지만,"['언니', '영상', '브', '최고', '브이', '로그', '특성', '수', '화면', '땐', '멀미', '나기', '해', '모루겟']"
